subject,topic,question,A,B,C,D,answer,explanation
Da liễu,Thương tổn căn bản,"Thương tổn thứ phát, NGOẠI TRỪ:",Vết lở,Vết loét,Sùi,Vết xước,C,Sùi: Nguyên phát
Da liễu,Thương tổn căn bản,"Thương tổn thứ phát, NGOẠI TRỪ:",Vết loét,Vết nứt,Vết trợt,Sừng,D,Sừng: Nguyên phát
Da liễu,Thương tổn căn bản,"Thương tổn thứ phát, NGOẠI TRỪ:",Vết trợt,Sẩn,Vết lở,Vết nứt,B,Sẩn: Nguyên phát
Da liễu,Thương tổn căn bản,"Thương tổn thứ phát, NGOẠI TRỪ:",Cứng da,Lichen hóa,Củ,Teo da,C,Củ: nguyên phát
Da liễu,Thương tổn căn bản,"Thương tổn thứ phát, NGOẠI TRỪ:",Cục,Mày,Vết lở,Sẹo,A,Cục: nguyên phát
Da liễu,Thương tổn căn bản,"Thương tổn thứ phát, NGOẠI TRỪ:",Mày,Cứng da,Sẹo,Nang,D,Nang: nguyên phát
Da liễu,Thương tổn căn bản,Vảy da là thương tổn có:,Những phiến mỏng của lớp đáy bong tróc trên bề mặt da,Những phiến mỏng của lớp gai bong tróc trên bề mặt da,Những phiến mỏng của lớp hạt bong tróc trên bề mặt da,Những phiến mỏng của lớp sừng bong tróc trên bề mặt da,D,Vảy là những phiến mỏng của lớp sừng bong tróc trên bề mặt của da.
Da liễu,Thương tổn căn bản,Có thể gặp vảy dưới hình thức:,Mịn như cám,Dạng phiến,"Cả a, b đều sai","Cả a, b đều đúng",D,"Vảy có thể mịn như cám có thể gặp trong vảy phấn hồng, lang ben hoặc thành phiến gặp trong nấm vảy rồng."
Da liễu,Thương tổn căn bản,"Vảy hay vảy da có đặc điểm, NGOẠI TRỪ:",Là những phiến mỏng của lớp sừng bong tróc trên bề mặt của da,Vảy có thể mịn như cám có thể gặp trong vảy phấn hồng,Vảy có thể thành phiến gặp trong nấm vảy rồng,"Chỉ gặp loại vảy thứ phát như chàm, da vảy cá",D,"Vảy có thể tiên phát như da vảy cá, có thể thứ phát như chàm."
Da liễu,Thương tổn căn bản,Vảy có mấy loại:,1 loại,2 loại,3 loại,4 loại,B,"Vảy có thể tiên phát như da vảy cá, có thể thứ phát như chàm."
Da liễu,Thương tổn căn bản,"Vảy da có đặc điểm, NGOẠI TRỪ:","Là sự khô lại của chất dịch huyết thanh, mủ hoặc máu trên bề mặt da",Vảy có thể mịn như cám có thể gặp trong vảy phấn hồng,Vảy có thể thành phiến gặp trong nấm vảy rồng,Có 2 loại vảy da là vảy thứ phát và vảy tiên phát,A,"Là sự khô lại của chất dịch huyết thanh, mủ hoặc máu trên bề mặt da là đặc điểm của Mày"
Da liễu,Thương tổn căn bản,"Vảy da có đặc điểm, NGOẠI TRỪ:",Là những phiến mỏng của lớp sừng bong tróc trên bề mặt của da,Vảy tiên phát như chàm,Vảy tiên phát như da vảy cá,Có 2 loại vảy da là vảy thứ phát và vảy tiên phát,B,"Vảy có thể tiên phát như da vảy cá, có thể thứ phát như chàm."
Da liễu,Thương tổn căn bản,"Vảy da có đặc điểm, NGOẠI TRỪ:",Là những phiến mỏng của lớp sừng bong tróc trên bề mặt của da,Vảy thứ phát như chàm,Vảy thứ phát như da vảy cá,Có 2 loại vảy da là vảy thứ phát và vảy tiên phát,C,"Vảy có thể tiên phát như da vảy cá, có thể thứ phát như chàm."
Da liễu,Thương tổn căn bản,"Vảy da có đặc điểm, NGOẠI TRỪ:",Là những phiến mỏng của lớp sừng bong tróc trên bề mặt của da,Vảy có thể mịn như cám có thể gặp trong vảy phấn hồng,Vảy có thể thành phiến gặp trong nấm vảy rồng,Có 3 loại vảy da,D,"Vảy có thể tiên phát như da vảy cá, có thể thứ phát như chàm."
Da liễu,Thương tổn căn bản,Mày là thương tổn:,Do da bị khô và tróc những phiến mỏng của lớp sừng khỏi lớp thượng bì,"Do sự khô lại của chất dịch huyết thanh, mủ hay máu trên bề mặt của da",Do sự bóc tách giữa lớp thượng bì và lớp bì tạo ra thương tổn bên trong chứa dịch,Do sự tăng sinh của mô sợi thay thế cho mô bị mất hay bị viêm,B,"Mày là do sự khô lại của chất dịch huyết thanh, mủ hoặc máu trên bề mặt của da."
Da liễu,Thương tổn căn bản,Mày có tính chất:,Mỏng hoặc dày,Màu sắc đa dạng,Nằm trên bề mặt da,Tất cả đều đúng,D,"Mày là do sự khô lại của chất dịch huyết thanh, mủ hoặc máu trên bề mặt của da. Mày có thể mỏng hoặc dày, màu vàng, vàng xanh, nâu hoặc nâu đen."
Da liễu,Thương tổn căn bản,Mày có thể gặp trong các bệnh lý:,Chàm,Chốc,Thủy đậu,Tất cả đều đúng,D,"Mày có thể gặp trong bệnh chàm, chốc, thủy đậu."
Da liễu,Thương tổn căn bản,Mày còn gọi là:,Vảy da,Vảy tiết,Vết nứt,Vết xước,B,Mày còn gọi là vảy tiết (crust)
Da liễu,Thương tổn căn bản,"Mày có đặc điểm, NGOẠI TRỪ:","Do sự khô lại của chất dịch huyết thanh, mủ hay máu trên bề mặt của da",Màu sắc đa dạng,Là những phiến mỏng của lớp sừng bong tróc trên bề mặt của da,"Có thể gặp trong bệnh lý chàm, chốc, thủy đậu",C,Là những phiến mỏng của lớp sừng bong tróc trên bề mặt của da là đặc điểm của Vảy
Da liễu,Thương tổn căn bản,"Mày có đặc điểm, NGOẠI TRỪ:","Do sự khô lại của chất dịch huyết thanh, mủ hay máu trên bề mặt của da","Mày thường rất dày, khó tróc",Màu sắc đa dạng,"Có thể gặp trong bệnh lý chàm, chốc, thủy đậu",B,"Mày có thể mỏng hoặc dày, màu vàng, vàng xanh, nâu hoặc nâu đen. Khó tróc không phải đặc điểm của mày"
Da liễu,Thương tổn căn bản,"Mày có đặc điểm, NGOẠI TRỪ:","Do sự khô lại của chất dịch huyết thanh, mủ hay máu trên bề mặt của da",Mày có thể mỏng hoặc dày,"Có thể gặp trong bệnh lý chàm, chốc, thủy đậu",Chỉ có màu vàng như mật ong,D,"Mày có thể mỏng hoặc dày, màu vàng, vàng xanh, nâu hoặc nâu đen. Chỉ có màu vàng như mật ong là sai"
Da liễu,Thương tổn căn bản,"Mày có đặc điểm, NGOẠI TRỪ:","Do sự khô lại của chất dịch huyết thanh, mủ hay máu trên bề mặt của da",Màu sắc đa dạng,Mày có thể mỏng hoặc dày,"Chỉ gặp trong bệnh lý chàm, chốc, thủy đậu",D,"Mày có thể gặp trong bệnh chàm, chốc, thủy đậu. Có thể chứ không phải chỉ"
Da liễu,Thương tổn căn bản,Vết trầy nông của thượng bì do cào gãi là thương tổn của:,Vết xước,Vết nứt,Vết trợt,Vết loét,A,Vết xước là vết trầy nông của thượng bì có thể thành đường dài hoặc thành đám nhỏ do cào gãi.
Da liễu,Thương tổn căn bản,Vết xước là:,Vết trầy nông của thượng bì,Vết trầy sâu của thượng bì,Vết trầy nông của hạ bì,Vết trầy sâu của hạ bì,A,Vết xước là vết trầy nông của thượng bì có thể thành đường dài hoặc thành đám nhỏ do cào gãi.
Da liễu,Thương tổn căn bản,"Vết xước có đặc điểm, NGOẠI TRỪ:",Vết trầy nông của thượng bì,Có thể thành đường dài hay thành đám nhỏ do cào gãi,Thường gặp trong bệnh da có ngứa,Thường gặp sau chấn thương,D,Thường gặp sau chấn thương không phải là đặc điểm của vết xước
Da liễu,Thương tổn căn bản,Vết nứt là:,Sự phân cắt thành đường của da và tách rời,Sự phân cắt thành đường của da và không tách rời,Vết trầy nông của thượng bì thành đường,Vết trầy sâu của thượng bì thành đường,B,Vết nứt là sự phân cắt thành đường của da nhưng không tách rời và có thể đau.
Da liễu,Thương tổn căn bản,Sự phân cắt thành đường của da nhưng không tách rời là đặc điểm của thương tổn:,Vết xước,Vết nứt,Vết trợt,Vết loét,B,Vết nứt là sự phân cắt thành đường của da nhưng không tách rời và có thể đau.
Da liễu,Thương tổn căn bản,Vết lở hay vết trợt là thương tổn:,Lõm dưới bề mặt da do mất toàn bộ hay một phần thượng bì,Lõm dưới mặt da do mất toàn bộ thượng bì và tối thiểu đến lớp bì,Lõm dưới mặt da do mất toàn bộ thượng bì và bì,Lõm dưới mặt da do mất toàn bộ thượng bì và mô dưới da,A,"Vết trợt (vết lở) là thương tổn lõm dưới mặt da do mất toàn bộ hoặc một phần thượng bì, khi lành thường không để lại sẹo."
Da liễu,Thương tổn căn bản,"Vết lở có đặc điểm, NGOẠI TRỪ:",Lõm dưới bề mặt da do mất toàn bộ hay một phần thượng bì,"Có thể gặp trong các bệnh lý như chàm, Herpes",Khi lành thường để lại sẹo,Khi lành thường không để lại sẹo,C,"Vết trợt là thương tổn lõm dưới mặt da do mất toàn bộ hoặc một phần thượng bì, khi lành thường không để lại sẹo."
Da liễu,Thương tổn căn bản,Vết loét là thương tổn tổn thương tối thiểu đến lớp:,Biểu bì,Bì,Mô dưới da,Tất cả đều sai,B,Vết loét là thương tổn lõm dưới mặt da do mất toàn bộ thượng bì và tối thiểu đến lớp bì.
Da liễu,Thương tổn căn bản,"Vết loét có đặc điểm, NGOẠI TRỪ:",Là thương tổn lõm dưới mặt da,Mất toàn bộ thượng bì và tối thiểu đến lớp mô dưới da,Khi lành để lại sẹo,"Các bệnh có vết loét như chốc loét, loét do nằm, săng hạ cam mềm",B,Vết loét là thương tổn lõm dưới mặt da do mất toàn bộ thượng bì và tối thiểu đến lớp bì. Tối thiểu đến lớp mô dưới da không phù hợp
Da liễu,Thương tổn căn bản,Thương tổn lõm dưới mặt da do mất toàn bộ thượng bì và tối thiểu đến lớp bì là đặc điểm của:,Vết xước,Vết nứt,Vết trợt,Vết loét,D,Vết loét là thương tổn lõm dưới mặt da do mất toàn bộ thượng bì và tối thiểu đến lớp bì.
Da liễu,Thương tổn căn bản,Lichen hóa hay hằn cổ trâu chỉ gặp trong bệnh lý nào dưới đây:,Ghẻ,Chốc,Chàm mạn tính,Zona,C,"Lichen hóa thường gặp trong các bệnh da có ngứa mạn tính, gãi lâu ngày hoặc cọ xát thường xuyên. Lichen hóa có thể gặp trong chàm mạn tính, viêm da thần kinh khu trú."
Da liễu,Thương tổn căn bản,Lichen hóa hay hằn cổ trâu thường gặp trong các bệnh da:,Ngứa cấp tính,Ngứa bán cấp,Ngứa mạn tính,Tất cả đều sai,C,"Lichen hóa thường gặp trong các bệnh da có ngứa mạn tính, gãi lâu ngày hoặc cọ xát thường xuyên. Lichen hóa có thể gặp trong chàm mạn tính, viêm da thần kinh khu trú."
Da liễu,Thương tổn căn bản,"Lichen hóa có đặc điểm, NGOẠI TRỪ:",Lõm dưới bề mặt da do mất toàn bộ hay một phần thượng bì,"Mảng da dày, sạm màu, các nếp da nổi rõ thành những rãnh ngang dọc tạo ra các ô không đều","Gặp trong các bệnh da có ngứa mạn tính, gãi lâu ngày","Gặp trong chàm mạn tính, viêm da thần kinh khu trú",A,Lõm dưới bề mặt da do mất toàn bộ hay một phần thượng bì là đặc điểm của vết trợt / vết lở
Da liễu,Thương tổn căn bản,Teo da là:,"Mảng da dày, sạm màu, các nếp da nổi rõ thành những rãnh ngang dọc tạo ra các ô không đều","Mảng da mỏng, sạm màu, da hơi trong, có nhiều nếp nhăn hoặc da trơn",Thượng bì mỏng do giảm số lượng tế bào thượng bì,Thượng bì mỏng do tăng số lượng tế bào thượng bì,C,"Teo da là thượng bì mỏng do giảm số lượng tế bào thượng bì, da hơi trong, có nhiều nếp nhăn hoặc da trơn không còn đường rãnh nhưng dễ xếp nếp, có thể thấy mao mạch li ti ở dưới."
Da liễu,Thương tổn căn bản,Teo da thường gặp ở vị trí:,"Bụng, mặt ngoài đùi","Mặt, mặt trong đùi","Bụng, mặt trong đùi",Tất cả đều sai,C,"Teo lớp bì thường gặp với hình ảnh những vết nứt da hằn sâu màu đỏ sậm hoặc màu tím thường gặp ở vùng bụng, mặt trong đùi."
Da liễu,Thương tổn căn bản,"Teo da có đặc điểm, NGOẠI TRỪ:",Thượng bì mỏng do tăng số lượng tế bào thượng bì,Thượng bì mỏng do giảm số lượng tế bào thượng bì,Teo bì có thể kèm theo teo thượng bì,"Da hơi trong, có nhiều nếp nhăn hoặc da trơn không còn đường rãnh",A,Teo da là thượng bì mỏng do giảm số lượng tế bào thượng bì
Da liễu,Thương tổn căn bản,"Teo da có đặc điểm, NGOẠI TRỪ:",Thượng bì mỏng do tăng số lượng tế bào thượng bì,Teo bì có thể kèm theo teo thượng bì,"Thường gặp ở bụng, mặt trong đùi","Da hơi trong, có nhiều nếp nhăn hoặc da trơn không còn đường rãnh",A,Teo da là thượng bì mỏng do giảm số lượng tế bào thượng bì
Da liễu,Thương tổn căn bản,"Teo da có đặc điểm, NGOẠI TRỪ:",Thượng bì mỏng do giảm số lượng tế bào thượng bì,"Mảng da dày, sạm màu, các nếp da nổi rõ thành những rãnh ngang dọc tạo ra các ô không đều","Thường gặp ở bụng, mặt trong đùi","Da hơi trong, có nhiều nếp nhăn hoặc da trơn không còn đường rãnh",B,"Mảng da dày, sạm màu, các nếp da nổi rõ thành những rãnh ngang dọc tạo ra các ô không đều là đặc điểm của lichen hoá"
Da liễu,Thương tổn căn bản,"Teo da có đặc điểm, NGOẠI TRỪ:",Thượng bì mỏng do giảm số lượng tế bào thượng bì,Teo bì có thể kèm theo teo thượng bì,Thường gặp ở ngực và tứ chi,"Da hơi trong, có nhiều nếp nhăn hoặc da trơn không còn đường rãnh",C,"Teo lớp bì thường gặp ở vùng bụng, mặt trong đùi."
Da liễu,Thương tổn căn bản,"Teo da có đặc điểm, NGOẠI TRỪ:",Thượng bì mỏng do giảm số lượng tế bào thượng bì,Teo bì có thể kèm theo teo thượng bì,"Thường gặp ở bụng, mặt trong đùi","Gặp trong các bệnh da có ngứa mạn tính, gãi lâu ngày",D,"Gặp trong các bệnh da có ngứa mạn tính, gãi lâu ngày là đặc điểm của Lichen hoá"
Da liễu,Thương tổn căn bản,Cứng da là do:,Giảm số lượng mô tạo keo trong lớp bì,Giảm số lượng mô tạo keo trong lớp mỡ dưới da,Tăng sinh mô tạo keo trong lớp mỡ dưới da,Tăng sinh mô tạo keo trong lớp bì,D,Cứng da là do tăng sinh mô tạo keo trong lớp bì.
Da liễu,Thương tổn căn bản,"Cứng da có đặc điểm, NGOẠI TRỪ:",Tăng sinh mô tạo keo trong lớp bì,Có thể khu trú hay lan tỏa,Gặp trong xơ cứng bì,"Sờ da cứng, còn các nếp nhăn, véo da dễ dàng",D,"Cứng da có thể khu trú hoặc lan tỏa, mất các nếp nhăn, sờ da cứng, véo da khó, sự trượt (glisser) của da trở nên khó khăn."
