subject,topic,question,A,B,C,D,answer,explanation
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm dẫn truyền cảm giác xúc giác, NGOẠI TRỪ:",Loại sợi Aβ có myelin dẫn truyền nhanh cảm giác xúc giác tinh tế,Chặng thứ nhất dẫn truyền từ thụ thể vào tủy sống,"Loại sợi Aβ có myelin giúp xác định áp suất lên toàn thân, ngứa",Bó gai thị sau dẫn truyền nhanh cảm giác xúc giác tinh tế,C,"Theo DeCuong2025_SinhLyThanKinh.docx, + Loại sợi C không có myelin: dẫn truyền chậm cảm giác xúc giác thô sơ như áp suất lên toàn thân, ngứa.... Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án C (Loại sợi Aβ có myelin giúp xác định áp suất lên toàn thân, ngứa) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Bất hoạt thụ thể của hệ thần kinh phó giao cảm trên tế bào đáp ứng gây biểu hiện:,Ức chế tác dụng phó giao cảm -> tăng biểu hiện giao cảm,Giảm xung động dẫn truyền đến synap,Ức chế tác dụng giao cảm -> tăng biểu hiện phó giao cảm,Cường phó giao cảm,A,"Theo book_19_SinhLyTKCaoCap_raw.docx, Cảm ứng trong không gian: khi hưng phấn xuất hiện tại một điểm trên vỏ nào thì các điểm quanh đó liên xuất hiện quá trình ức chế và ngược lại.. Vì vậy đáp án A (Ức chế tác dụng phó giao cảm -> tăng biểu hiện giao cảm) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Sợi Aβ có chức năng:,"Sợi cảm giác suốt cơ, thị giác, sợi vận động cơ vân",Sợi truyền xúc giác (da),Sợi vận động ở suốt cơ,Sợi tiền hạch giao cảm,B,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Loại sợi: Aβ; Chức năng: Sợi truyền xúc giác (da); Đường kính (um): 8; Tốc độ dẫn truyền (m/s): 30-70. Vì vậy đáp án B (Sợi truyền xúc giác (da)) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Hạch nào sau đây thuộc dây III :,Hạch mi,Hạch tai,Hạch tạng,Hạch bướm khẩu cái,A,"Theo book_17_SinhLyTKVanDong_raw.docx, + Hạch mi: thuộc dây thần kinh III.. Vì vậy đáp án A (Hạch mi) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Hạch mi thuộc dây thần kinh :,III,VII,IX,X,A,"Theo book_17_SinhLyTKVanDong_raw.docx, + Hạch mi: thuộc dây thần kinh III.. Vì vậy đáp án A (III) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Trung tâm nhận cảm cảm giác đau có đặc điểm, NGOẠI TRỪ:",Vỏ não có vai trò trong việc đánh giá đau về chất,Không có trung tâm chuyên biệt,Tổn thương mất vỏ não vẫn còn nhận cảm được cảm giác đau,Vị trí cảm giác đau mạn được xác định chính xác hơn đau cấp,D,"Theo book_16_SinhLyThanKinhCamGiac_raw.docx, Vỏ não có vai trò trong việc đánh giá đau nhất là về chất. Vị trí của cảm giác đau cấp được xác định chính xác hơn cảm giác đau mạn.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án D (Vị trí cảm giác đau mạn được xác định chính xác hơn đau cấp) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm cảm giác nhiệt, NGOẠI TRỪ:",Sợi trục tận cùng của noron thứ 2 ở sừng sau tủy sống,Trung tâm cảm giác nhiệt ở vỏ não,Thụ thể cảm nhận lạnh là tiểu thể Knauss,Noron thứ 1 có thân ở hạch gai cạnh tủy sống,A,"Theo DeCuong2025_SinhLyThanKinh.docx, + Nơron thứ nhất: sợi trục từ ngoại biên vào tận cùng ở sừng sau tủy sống.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án A (Sợi trục tận cùng của noron thứ 2 ở sừng sau tủy sống) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Các chất làm tăng tính hưng phấn của noron do làm giảm ngưỡng kích thích, NGOẠI TRỪ:",Cafein,Theophyllin,Theobromin,Strychnine,D,"Theo book_15_SinhLyNoRonSyNap_raw.docx, + Ảnh hưởng của thuốc: thuốc làm tăng tính hưng phấn do làm giảm ngưỡng kích thích như cafein, theophyllin, theobromin; thuốc làm tăng tính hưng phấn do ức chế các chất truyền đạt ức chế như strychnine.... Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án D (Strychnine) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Trung khu hệ giao cảm phân bố ở :,Sừng bên chất xám tủy sống từ D1-L2,Sừng bên chất xám tủy sống từ D1-L5,Sừng bên chất xám tủy sống từ D1-D10,Phân bố dọc hai bên đốt sống cổ,A,"Theo book_17_SinhLyTKVanDong_raw.docx, Trung tâm: sừng bên chất xám tủy sống đoạn D1-L2.. Vì vậy đáp án A (Sừng bên chất xám tủy sống từ D1-L2) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Sợi adrenergic là sợi bài tiết chủ yếu :,Acetylcholin,Adrenalin,Noreadrenalin,Adrenalin và noreadrenalin,C,"Theo DeCuong2025_SinhLyThanKinh.docx, Sợi bài tiết noradrenalin được gọi là sợi adrenergic, gồm:. Vì vậy đáp án C (Noreadrenalin) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm của receptor nhận cảm nhiệt lạnh, NGOẠI TRỪ:",Còn có tên gọi tiểu thể Knauss,Bắt đầu hoạt động ở nhiệt độ 20 - 25 độ C,"Có tính chất thích nghi nhanh, không hoàn toàn",Mất hẳn ở nhiệt độ > 40°C,B,"Theo book_16_SinhLyThanKinhCamGiac_raw.docx, + Thụ thể nhận cảm lạnh (tiểu thể Knauss): bắt đầu được kích thích ở 10-15°C, khoảng 24°C bắt đầu giảm kích thích và mất hẳn ở nhiệt độ trên 40°C. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án B (Bắt đầu hoạt động ở nhiệt độ 20 - 25 độ C) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm phản xạ có điều kiện, NGOẠI TRỪ:",Có tính chất tập luyện,Có tính chất tạm thời,Có tính cá thể,Có tính chất di truyền,D,"Theo book_19_SinhLyTKCaoCap_raw.docx, Phản xạ không điều kiện: Có tính chất di truyền; Phản xạ có điều kiện: Không di truyền.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án D (Có tính chất di truyền) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Thí nghiệm của Pavlov, NGOẠI TRỪ: Cho chó ăn (A) chó có phản xạ chảy nước bọt (B). Nếu trước khi cho chó ăn ta lắc chuông và làm nhiều lần như thế thì về sau chỉ cần tiếng chuông (C) cũng làm con chó có phản ứng chảy nước bọt (D):",(A): kích thích không điều kiện,(B): phản xạ không điều kiện,(C): kích thích có điều kiện,(D): phản xạ không điều kiện,D,"Theo book_19_SinhLyTKCaoCap_raw.docx, Nếu trước khi cho chó ăn ta lắc chuông và làm nhiều lần như thế thì về sau chỉ cần tiếng chuông (C) cũng làm con chó có phản ứng chảy nước bọt (D). Đó là PXCĐK.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án D ((D): phản xạ không điều kiện) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm của hệ Adrenergic, NGOẠI TRỪ :",Tủy thượng thận cũng được xem là hệ này,Thời gian tác dụng Noradrenalin trong vài phút,80% Noradrenalin chuyển thành adrenalin ở tủy thượng thận,Có 2 loại thụ thể,B,"Theo DeCuong2025_SinhLyThanKinh.docx, + Thời gian tác dụng vài giây.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án B (Thời gian tác dụng Noradrenalin trong vài phút) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Loại sợi dẫn truyền cảm giác đau cấp :,Aα,Aβ,Aδ,C,C,"Theo DeCuong2025_SinhLyThanKinh.docx, + Loại sợi Aδ có myelin: dẫn truyền nhanh cảm giác đau cấp.. Vì vậy đáp án C (Aδ) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Phản xạ là gì :,Phản ứng của cơ thể đối với những kích thích của môi trường bên ngoài cơ thể,Phản ứng của cơ thể đối với những kích thích của môi trường bên trong cơ thể,Phản ứng của cơ thể đối với những kích thích của môi trường bên trong và bên ngoài cơ thể,Có 3 loại phản xạ theo Pavlov,C,"Theo book_19_SinhLyTKCaoCap_raw.docx, Phản xạ là phản ứng của cơ thể đối với những kích thích của môi trường bên ngoài cũng như bên trong cơ thể. Pavlov phân biệt 2 loại phản xạ: phản xạ không điều kiện (PXKĐK) và phản xạ có điều kiện (PXCĐK).. Vì vậy đáp án C (Phản ứng của cơ thể đối với những kích thích của môi trường bên trong và bên ngoài cơ thể) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Các loại thụ thể xúc giác, NGOẠI TRỪ :",Đĩa Merkel,Tiểu thể Meissner,Đầu dây thần kinh tự do,Tiểu thể Knauss,D,"Theo book_16_SinhLyThanKinhCamGiac_raw.docx, + Thụ thể nhận cảm lạnh (tiểu thể Knauss): bắt đầu được kích thích ở 10-15°C, khoảng 24°C bắt đầu giảm kích thích và mất hẳn ở nhiệt độ trên 40°C. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án D (Tiểu thể Knauss) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Tổn thương vị trí tủy sống C1 - C2 bên phải gây ảnh hưởng đến cảm giác :,"Mất cảm giác xúc giác tinh vi bên phải và mất cảm giác nhiệt, đau, xúc giác thô sơ bên trái","Mất cảm giác xúc giác thô sơ bên phải và mất cảm giác nhiệt, đau, xúc giác tinh vi bên trái","Mất cảm giác xúc giác thô sơ bên trái và mất cảm giác nhiệt, đau, xúc giác tinh vi bên phải","Mất cảm giác xúc giác tinh vi bên trái và mất cảm giác nhiệt, đau, xúc giác thô sơ bên phải",A,"Theo book_16_SinhLyThanKinhCamGiac_raw.docx, Tổn thương vùng này: bệnh nhân không cảm nhận được sự thay đổi áp suất lên cơ thể, không đánh giá đúng trọng lượng của vật, không nhận biết được hình dạng của vật và tính chất bề mặt của vật..... Vì vậy đáp án A (Mất cảm giác xúc giác tinh vi bên phải và mất cảm giác nhiệt, đau, xúc giác thô sơ bên trái) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm của receptor nhận cảm nhiệt nóng, NGOẠI TRỪ :","Bắt đầu hoạt động ở nhiệt độ 20 - 25°C, giới hạn cao nhất là 45 - 47°C","Là các tiểu thể có vỏ bọc, bên trong có các sợi trục có myelin",Có tính chất thích nghi kém hơn so với receptor nhận cảm nhiệt lạnh,Nhiều gấp 10 - 15 lần receptor nhận cảm nhiệt lạnh,D,"Theo DeCuong2025_SinhLyThanKinh.docx, Phân bố thụ thể nhiệt: nằm ở lớp nông của da, tách xa nhau, mỗi thụ thể chi phối 1 vùng khoảng 1mm. Gây cảm giác nhiệt nhờ hiện tượng cộng kích thích. Thụ thể lạnh nhiều gấp 3-10 lần thụ thể nóng và nằm ở nông hơn..... Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án D (Nhiều gấp 10 - 15 lần receptor nhận cảm nhiệt lạnh) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm của hạch thần kinh phó giao cảm, NGOẠI TRỪ :",Nơi tập trung thân nơron hậu hạch,"Hạch phó giao cảm nằm gần tạng mà nó chi phối, xa trung tâm","Gồm có các nhóm hạch : hạch mi, hạch tai, hạch mạc treo, hạch hạ vị","Nhóm hạch nằm ngay trong thành các tạng ở cổ, ngực, bụng; thuộc dây thần kinh X và phần xuất phát từ S2-S4",C,"Theo DeCuong2025_SinhLyThanKinh.docx, + Nhóm hạch trước cột sống: hạch tạng (từ đây các sợi hậu hạch đi ra tạo thành đám rối dương vùng thượng vị), hạch mạc treo, hạch hạ vị nằm trong ổ bụng.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án C (Gồm có các nhóm hạch : hạch mi, hạch tai, hạch mạc treo, hạch hạ vị) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,"Đặc điểm trung tâm nhận cảm cảm giác xúc giác tại vỏ não, NGOẠI TRỪ :",Có 2 vùng nhận cảm : vùng I - vùng II,Diện tích hình chiếu tỉ lệ thuận với số lượng receptor có trên phần đó,Bệnh nhân tổn thương trung tâm này thì không còn nhận cảm được nhiệt và đau,Hình chiếu của các phần cơ thể lộn ngược,C,"Theo book_16_SinhLyThanKinhCamGiac_raw.docx, Tổn thương vùng này: bệnh nhân không cảm nhận được nhiệt độ.. Vì câu hỏi yêu cầu chọn phương án ngoại lệ/không đúng, đáp án C (Bệnh nhân tổn thương trung tâm này thì không còn nhận cảm được nhiệt và đau) là lựa chọn không phù hợp với nội dung chuẩn của tài liệu."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Cảm giác xúc giác tinh vi được dẫn truyền từ tủy sống về đồi thị theo :,Bó gai thị sau,Bó gai thị trước,Bó Goll - Burdach,Bó tủy tiểu não,A,"Theo book_16_SinhLyThanKinhCamGiac_raw.docx, Bó gai thị sau: sợi to, có myelin, dẫn truyền nhanh cảm giác xúc giác tinh tế. Đường dẫn truyền:. Vì vậy đáp án A (Bó gai thị sau) là phù hợp với nội dung bài."
Sinh lý,Điều hòa bằng cơ chế thần kinh,Sợi trục tham gia dẫn truyền tín hiệu chi phối cho vận động suốt cơ :,A gamma,A alpha,A beta,A delta,A,"Theo book_15_SinhLyNoRonSyNap_raw.docx, Trên màng đuôi gai, thân và thậm chí có khi màng sợi trục của nơron có các thụ thể tiếp nhận các kích thích khác nhau. Sau khi tiếp nhận thông tin.... Vì vậy đáp án A (A gamma) là phù hợp với nội dung bài."
